,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
1945,2019.11.26,,14.25.47,1,5G,-104,-15,1.0,13,-87,11,0,D,
1960,2019.11.26,,14.26.04,1,5G,-102,-12,0.0,10,-85,18,28,D,
1986,2019.11.26,,14.26.32,1,5G,-102,-13,5.0,12,-86,247,11,D,
1987,2019.11.26,,14.26.33,1,5G,-102,-13,5.0,12,-86,11,0,D,
1991,2019.11.26,,14.26.37,1,5G,-102,-13,3.0,12,-86,4126,143,D,
1992,2019.11.26,,14.26.38,1,5G,-102,-13,2.0,12,-86,4071,68,D,
1994,2019.11.26,,14.26.40,1,5G,-102,-12,-4.0,12,-86,5543,108,D,
1995,2019.11.26,,14.26.41,1,5G,-102,-12,-4.0,12,-86,2323,34,D,
1999,2019.11.26,,14.26.46,1,5G,-102,-13,3.0,12,-86,621,17,D,
2000,2019.11.26,,14.26.47,1,5G,-102,-13,-2.0,12,-86,2506,41,D,
2005,2019.11.26,,14.26.52,1,5G,-102,-12,-2.0,15,-85,808,17,D,
2006,2019.11.26,,14.26.53,1,5G,-103,-10,-3.0,15,-85,2295,40,D,
2007,2019.11.26,,14.26.54,1,5G,-103,-10,-3.0,15,-85,26508,222,D,
2008,2019.11.26,,14.26.55,1,5G,-103,-11,4.0,15,-85,3663,26,D,
2016,2019.11.26,,14.27.04,1,5G,-102,-12,0.0,15,-85,15,27,D,
2051,2019.11.26,,14.27.42,1,5G,-102,-11,-4.0,15,-85,10965,181,D,
2052,2019.11.26,,14.27.43,1,5G,-103,-16,-2.0,15,-85,1895,41,D,
2054,2019.11.26,,14.27.45,1,5G,-103,-13,-2.0,12,-85,22,1,D,
2055,2019.11.26,,14.27.46,1,5G,-103,-13,-2.0,12,-85,702,26,D,
2056,2019.11.26,,14.27.47,1,5G,-102,-17,2.0,12,-85,3958,86,D,
2059,2019.11.26,,14.27.50,1,5G,-102,-12,3.0,12,-85,8565,153,D,
2060,2019.11.26,,14.27.51,1,5G,-103,-15,-2.0,12,-85,6594,109,D,
2071,2019.11.26,,14.28.03,1,5G,-102,-13,0.0,8,-85,15,27,D,
2089,2019.11.26,,14.28.23,1,5G,-101,-15,2.0,8,-85,43,10,D,
2102,2019.11.26,,14.28.37,1,5G,-101,-11,2.0,13,-86,5531,102,D,
2103,2019.11.26,,14.28.38,1,5G,-101,-11,2.0,15,-84,18899,290,D,
2104,2019.11.26,,14.28.39,1,5G,-101,-18,0.0,15,-84,7098,99,D,
2127,2019.11.26,,14.29.04,1,5G,-102,-11,-1.0,15,-84,18,32,D,
2146,2019.11.26,,14.29.24,1,5G,-102,-12,0.0,11,-84,34069,236,D,
2182,2019.11.26,,14.30.04,1,5G,-103,-10,1.0,13,-84,15,27,D,
2188,2019.11.26,,14.30.10,1,5G,-103,-13,-2.0,9,-110,22278,182,D,
2189,2019.11.26,,14.30.11,1,5G,-103,-13,-2.0,9,-110,8286,42,D,
2230,2019.11.26,,14.30.55,1,5G,-102,-12,4.0,13,-85,11468,93,D,
2231,2019.11.26,,14.30.56,1,5G,-102,-12,4.0,13,-85,3315,18,D,
2238,2019.11.26,,14.31.04,1,5G,-102,-14,-2.0,13,-110,15,27,D,
2247,2019.11.26,,14.31.14,1,5G,-102,-12,-2.0,12,-110,66,14,D,
2272,2019.11.26,,14.31.41,1,5G,-102,-11,0.0,14,-83,16978,105,D,
2273,2019.11.26,,14.31.42,1,5G,-102,-11,0.0,14,-83,11178,55,D,
2314,2019.11.26,,14.32.26,1,5G,-103,-11,1.0,14,-83,16372,102,D,
2315,2019.11.26,,14.32.27,1,5G,-103,-11,1.0,12,-81,11404,46,D,
2326,2019.11.26,,14.32.39,1,5G,-102,-17,2.0,13,-82,11,1,D,
2345,2019.11.26,,14.33.00,1,5G,-101,-13,-4.0,10,-81,182,86,D,
2349,2019.11.26,,14.33.04,1,5G,-101,-17,1.0,12,-83,16,28,D,
2356,2019.11.26,,14.33.11,1,5G,-103,-16,2.0,12,-83,10969,72,D,
2357,2019.11.26,,14.33.13,1,5G,-103,-16,2.0,12,-83,14591,80,D,
2398,2019.11.26,,14.33.57,1,5G,-102,-10,5.0,13,-83,10663,52,D,
2399,2019.11.26,,14.33.58,1,5G,-102,-10,5.0,13,-83,9648,46,D,
2405,2019.11.26,,14.34.04,1,5G,-103,-11,-2.0,14,-85,51,41,D,
