,Unnamed: 0,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
6763,6763,2020.01.03,Day3,09:04:02,0,5G,-100,-13,-2.0,12,-110,11535,113,D,
6764,6764,2020.01.03,Day3,09:04:04,0,5G,-99,-13,4.0,12,-110,8284,87,D,
6765,6765,2020.01.03,Day3,09:04:05,0,5G,-100,-12,-3.0,11,-110,1185,22,D,
6766,6766,2020.01.03,Day3,09:04:06,0,5G,-100,-12,-3.0,11,-110,3182,28,D,
6767,6767,2020.01.03,Day3,09:04:07,0,5G,-100,-11,-7.0,12,-110,10250,101,D,
6768,6768,2020.01.03,Day3,09:04:09,0,5G,-100,-10,7.0,13,-110,9655,95,D,
6769,6769,2020.01.03,Day3,09:04:11,0,5G,-99,-10,5.0,11,-110,10756,88,D,
6770,6770,2020.01.03,Day3,09:04:14,0,5G,-100,-10,3.0,12,-110,7086,67,D,
6771,6771,2020.01.03,Day3,09:04:16,0,5G,-100,-12,-1.0,12,-110,9147,85,D,
6772,6772,2020.01.03,Day3,09:04:17,0,5G,-100,-12,-1.0,12,-110,4369,46,D,
6773,6773,2020.01.03,Day3,09:04:18,0,5G,-100,-11,-5.0,9,-110,4449,29,D,
6774,6774,2020.01.03,Day3,09:04:19,0,5G,-100,-11,-5.0,9,-110,10465,100,D,
6775,6775,2020.01.03,Day3,09:04:21,0,5G,-100,-11,5.0,13,-110,11324,109,D,
6776,6776,2020.01.03,Day3,09:04:23,0,5G,-100,-10,1.0,13,-110,7458,74,D,
6777,6777,2020.01.03,Day3,09:04:26,0,5G,-99,-14,6.0,12,-110,10493,95,D,
6778,6778,2020.01.03,Day3,09:04:28,0,5G,-100,-10,0.0,14,-110,7965,63,D,
6779,6779,2020.01.03,Day3,09:04:29,0,5G,-99,-11,8.0,13,-110,6588,75,D,
6780,6780,2020.01.03,Day3,09:04:31,0,5G,-100,-11,8.0,12,-110,10328,98,D,
6781,6781,2020.01.03,Day3,09:04:33,0,5G,-100,-11,2.0,15,-110,9553,70,D,
6782,6782,2020.01.03,Day3,09:04:36,0,5G,-100,-11,2.0,14,-110,9258,97,D,
6783,6783,2020.01.03,Day3,09:04:38,0,5G,-100,-12,2.0,15,-110,9343,90,D,
6784,6784,2020.01.03,Day3,09:04:40,0,5G,-100,-11,2.0,15,-110,8865,75,D,
6785,6785,2020.01.03,Day3,09:04:41,0,5G,-100,-11,2.0,15,-110,2185,25,D,
6786,6786,2020.01.03,Day3,09:04:42,0,5G,-100,-11,2.0,14,-110,4381,39,D,
6787,6787,2020.01.03,Day3,09:04:43,0,5G,-100,-11,2.0,14,-110,9470,95,D,
6788,6788,2020.01.03,Day3,09:04:44,0,5G,-100,-10,4.0,11,-110,34,1089,D,
6789,6789,2020.01.03,Day3,09:04:45,0,5G,-100,-10,4.0,11,-110,9265,75,D,
6790,6790,2020.01.03,Day3,09:04:48,0,5G,-100,-9,5.0,10,-110,9475,84,D,
6791,6791,2020.01.03,Day3,09:04:50,0,5G,-100,-10,4.0,15,-110,9073,75,D,
6792,6792,2020.01.03,Day3,09:04:51,0,5G,-100,-11,0.0,14,-110,319,13,D,
6793,6793,2020.01.03,Day3,09:04:52,0,5G,-100,-11,0.0,14,-110,7399,55,D,
6794,6794,2020.01.03,Day3,09:04:53,0,5G,-100,-10,4.0,15,-110,4758,53,D,
6795,6795,2020.01.03,Day3,09:04:54,0,5G,-100,-10,4.0,15,-110,4297,36,D,
6796,6796,2020.01.03,Day3,09:04:55,0,5G,-100,-10,3.0,10,-110,8837,82,D,
6797,6797,2020.01.03,Day3,09:04:56,0,5G,-100,-10,3.0,10,-110,700,3,D,
6798,6798,2020.01.03,Day3,09:04:57,0,5G,-100,-9,9.0,12,-110,11397,105,D,
6799,6799,2020.01.03,Day3,09:05:00,0,5G,-100,-10,3.0,10,-110,8952,90,D,
6800,6800,2020.01.03,Day3,09:05:02,0,5G,-100,-10,7.0,11,-110,9907,98,D,
6801,6801,2020.01.03,Day3,09:05:03,0,5G,-100,-10,7.0,11,-110,98,8,D,
6802,6802,2020.01.03,Day3,09:05:04,0,5G,-99,-13,3.0,14,-110,5970,47,D,
6803,6803,2020.01.03,Day3,09:05:05,0,5G,-99,-13,3.0,14,-110,4005,46,D,
6804,6804,2020.01.03,Day3,09:05:06,0,5G,-99,-14,2.0,12,-110,2695,20,D,
6805,6805,2020.01.03,Day3,09:05:07,0,5G,-99,-14,2.0,12,-110,9032,84,D,
6806,6806,2020.01.03,Day3,09:05:09,0,5G,-99,-10,-7.0,13,-110,11486,109,D,
6807,6807,2020.01.03,Day3,09:05:12,0,5G,-99,-10,7.0,13,-110,11294,114,D,
6808,6808,2020.01.03,Day3,09:05:14,0,5G,-99,-10,10.0,11,-110,10806,93,D,
6809,6809,2020.01.03,Day3,09:05:15,0,5G,-99,-11,1.0,15,-110,1794,27,D,
6810,6810,2020.01.03,Day3,09:05:16,0,5G,-99,-11,1.0,15,-110,3995,35,D,
6811,6811,2020.01.03,Day3,09:05:17,0,5G,-100,-9,4.0,12,-110,6221,67,D,
6812,6812,2020.01.03,Day3,09:05:18,0,5G,-100,-9,4.0,12,-110,472,3,D,
6813,6813,2020.01.03,Day3,09:05:19,0,5G,-99,-10,-1.0,11,-110,8484,77,D,
6814,6814,2020.01.03,Day3,09:05:21,0,5G,-100,-9,7.0,12,-110,8477,78,D,
6815,6815,2020.01.03,Day3,09:05:24,0,5G,-100,-10,4.0,11,-110,10936,110,D,
6816,6816,2020.01.03,Day3,09:05:26,0,5G,-100,-10,1.0,4,-110,12103,100,D,
6817,6817,2020.01.03,Day3,09:05:28,0,5G,-100,-10,7.0,12,-110,8773,77,D,
6818,6818,2020.01.03,Day3,09:05:29,0,5G,-100,-10,7.0,12,-110,9588,86,D,
6819,6819,2020.01.03,Day3,09:05:31,0,5G,-100,-9,5.0,14,-110,7954,80,D,
6820,6820,2020.01.03,Day3,09:05:33,0,5G,-99,-10,6.0,12,-110,10773,102,D,
6821,6821,2020.01.03,Day3,09:05:36,0,5G,-100,-9,6.0,11,-110,10745,102,D,
6822,6822,2020.01.03,Day3,09:05:38,0,5G,-99,-9,8.0,10,-110,10840,102,D,
6823,6823,2020.01.03,Day3,09:05:39,0,5G,-100,-9,2.0,11,-110,2343,31,D,
6824,6824,2020.01.03,Day3,09:05:40,0,5G,-100,-9,2.0,11,-110,6664,52,D,
6825,6825,2020.01.03,Day3,09:05:41,0,5G,-100,-9,8.0,11,-110,5889,63,D,
6826,6826,2020.01.03,Day3,09:05:42,0,5G,-100,-9,8.0,11,-110,2043,18,D,
6827,6827,2020.01.03,Day3,09:05:43,0,5G,-99,-9,6.0,14,-110,7316,82,D,
6828,6828,2020.01.03,Day3,09:05:44,0,5G,-99,-9,6.0,14,-110,34,1090,D,
6829,6829,2020.01.03,Day3,09:05:45,0,5G,-99,-9,7.0,11,-110,6531,71,D,
6830,6830,2020.01.03,Day3,09:05:48,0,5G,-99,-9,12.0,12,-110,10847,106,D,
6831,6831,2020.01.03,Day3,09:05:50,0,5G,-99,-9,9.0,12,-110,10874,97,D,
